episode_return,episode_length,loss,epsilon,avg_q
10.000000,10,1.171537,0.019571,4.306305
10.000000,10,0.037349,0.019475,4.246066
10.000000,10,0.086729,0.019381,4.238207
10.000000,10,6.738836,0.019288,4.272805
10.000000,10,3.683848,0.019195,4.256083
10.000000,10,1.333454,0.019104,4.238410
10.000000,10,3.164524,0.019013,4.206187
10.000000,10,1.207398,0.018924,4.189054
10.000000,10,0.505735,0.018835,4.169780
10.000000,10,4.234932,0.018747,4.184645
10.000000,10,0.426563,0.018660,4.132002
10.000000,10,0.815245,0.018574,4.091846
10.000000,10,0.385072,0.018488,4.099928
10.000000,10,0.036993,0.018404,4.068209
10.000000,10,1.891988,0.018320,4.003788
10.000000,10,1.127243,0.018238,3.992613
10.000000,10,2.632887,0.018156,3.950387
10.000000,10,0.059821,0.018074,3.924379
10.000000,10,2.354800,0.017994,3.886343
10.000000,10,0.062198,0.017915,3.882946
10.000000,10,0.864017,0.017836,3.927742
10.000000,10,1.113245,0.017758,3.923575
10.000000,10,1.556729,0.017681,3.917611
10.000000,10,0.040860,0.017604,3.887891
10.000000,10,2.603644,0.017529,3.861112
10.000000,10,4.232561,0.017454,3.790724
10.000000,10,0.041920,0.017379,3.749741
10.000000,10,2.118719,0.017306,3.761773
10.000000,10,2.415712,0.017233,3.693668
10.000000,10,3.989073,0.017161,3.682371
10.000000,10,0.409370,0.017090,3.642644
10.000000,10,2.366798,0.017020,3.614849
10.000000,10,0.003046,0.016950,3.539008
10.000000,10,2.075452,0.016881,3.496624
10.000000,10,0.405602,0.016812,3.473553
10.000000,10,1.656211,0.016744,3.440536
10.000000,10,1.241864,0.016677,3.430539
10.000000,10,0.005685,0.016611,3.391709
10.000000,10,0.496769,0.016545,3.316467
10.000000,10,0.034738,0.016480,3.337670
10.000000,10,1.539903,0.016415,3.299415
10.000000,10,1.422645,0.016352,3.297868
10.000000,10,0.394041,0.016288,3.261334
10.000000,10,0.361954,0.016226,3.254624
10.000000,10,3.285856,0.016164,3.243629
10.000000,10,2.068708,0.016103,3.271134
10.000000,10,0.062967,0.016042,3.276250
10.000000,10,2.345179,0.015982,3.263596
10.000000,10,0.037609,0.015922,3.230397
10.000000,10,0.910824,0.015863,3.236656
10.000000,10,0.001275,0.015805,3.230664
10.000000,10,0.008376,0.015747,3.173305
10.000000,10,0.008422,0.015690,3.151542
10.000000,10,0.009386,0.015633,3.144230
10.000000,10,0.018015,0.015577,3.134624
10.000000,10,0.000119,0.015522,3.123290
10.000000,10,4.839315,0.015467,3.095121
10.000000,10,2.118979,0.015412,3.042462
10.000000,10,0.001124,0.015359,3.023574
10.000000,10,0.607231,0.015305,3.038634
10.000000,10,1.896044,0.015253,3.029640
10.000000,10,0.865775,0.015200,3.016327
10.000000,10,2.411684,0.015148,3.011672
10.000000,10,2.761563,0.015097,2.995665
10.000000,10,0.410369,0.015047,2.927663
10.000000,10,0.024279,0.014996,2.925162
10.000000,10,4.202273,0.014947,2.946417
10.000000,10,1.490055,0.014897,2.937415
10.000000,10,1.741594,0.014849,2.944895
10.000000,10,0.005395,0.014800,2.936329
10.000000,10,6.605784,0.014753,2.829052
10.000000,10,5.858490,0.014705,2.795828
10.000000,10,1.558695,0.014659,2.785966
10.000000,10,1.040678,0.014612,2.817986
10.000000,10,0.513296,0.014566,2.808628
10.000000,10,0.861664,0.014521,2.788962
10.000000,10,1.508252,0.014476,2.821377
10.000000,10,1.605971,0.014431,2.841038
10.000000,10,0.450494,0.014387,2.813840
10.000000,10,0.008486,0.014344,2.789775
10.000000,10,1.415675,0.014300,2.729933
10.000000,10,0.001493,0.014258,2.630167
10.000000,10,0.684840,0.014215,2.575591
10.000000,10,0.430521,0.014173,2.601196
10.000000,10,1.360621,0.014132,2.638228
10.000000,10,1.245552,0.014091,2.624867
10.000000,10,0.370331,0.014050,2.572089
10.000000,10,0.384030,0.014010,2.506641
10.000000,10,0.011043,0.013970,2.437810
10.000000,10,0.015755,0.013930,2.378717
10.000000,10,0.670695,0.013891,2.352538
10.000000,10,0.834792,0.013852,2.359823
10.000000,10,0.859659,0.013814,2.345716
10.000000,10,0.471692,0.013776,2.334337
10.000000,10,0.797741,0.013739,2.375697
10.000000,10,0.393498,0.013701,2.397739
10.000000,10,0.683717,0.013665,2.402447
10.000000,10,8.944738,0.013628,2.391962
10.000000,10,7.675394,0.013592,2.371742
10.000000,10,0.458579,0.013556,2.358840
10.000000,10,0.008785,0.013521,2.390179
10.000000,10,0.415840,0.013486,2.451629
10.000000,10,0.425621,0.013451,2.470281
10.000000,10,0.021945,0.013417,2.469913
10.000000,10,0.279243,0.013383,2.484359
10.000000,10,0.604329,0.013349,2.495336
10.000000,10,0.831676,0.013316,2.455917
10.000000,10,4.299015,0.013283,2.400375
10.000000,10,0.480541,0.013250,2.347318
10.000000,10,6.782170,0.013218,2.294240
10.000000,10,0.004223,0.013186,2.215884
10.000000,10,1.000769,0.013154,2.147969
10.000000,10,0.460269,0.013123,2.142689
10.000000,10,1.250881,0.013092,2.148432
10.000000,10,0.778876,0.013061,2.151519
10.000000,10,0.241474,0.013030,2.112225
10.000000,10,0.024426,0.013000,2.100245
10.000000,10,0.908589,0.012970,2.097279
10.000000,10,0.847140,0.012941,2.064566
10.000000,10,0.457538,0.012912,1.999465
10.000000,10,0.703701,0.012883,1.959266
10.000000,10,0.396778,0.012854,1.966694
10.000000,10,0.628469,0.012826,1.980975
10.000000,10,0.243749,0.012797,2.003155
10.000000,10,0.239271,0.012770,2.019160
10.000000,10,0.644905,0.012742,2.023478
10.000000,10,0.023898,0.012715,2.016876
10.000000,10,0.860739,0.012688,2.009856
10.000000,10,0.377971,0.012661,2.010010
10.000000,10,0.246888,0.012635,1.976172
10.000000,10,0.473565,0.012608,1.941380
10.000000,10,0.121566,0.012582,1.886290
10.000000,10,0.785130,0.012557,1.825837
10.000000,10,0.060592,0.012531,1.778161
10.000000,10,0.033193,0.012506,1.759524
10.000000,10,0.393487,0.012481,1.774056
10.000000,10,0.210264,0.012456,1.760665
10.000000,10,0.279790,0.012432,1.718836
10.000000,10,0.159229,0.012408,1.658422
10.000000,10,0.482796,0.012384,1.629004
10.000000,10,0.710631,0.012360,1.603553
10.000000,10,3.955840,0.012337,1.573430
10.000000,10,0.042335,0.012313,1.604802
10.000000,10,0.279011,0.012290,1.632504
10.000000,10,0.367294,0.012268,1.643989
10.000000,10,0.453577,0.012245,1.629507
10.000000,10,0.020303,0.012223,1.577272
10.000000,10,0.868780,0.012201,1.486045
10.000000,10,0.163845,0.012179,1.429325
10.000000,10,0.100299,0.012157,1.422861
10.000000,10,0.101601,0.012136,1.420682
10.000000,10,0.114131,0.012114,1.390534
10.000000,10,0.073732,0.012093,1.335707
10.000000,10,0.075782,0.012072,1.278242
10.000000,10,0.197012,0.012052,1.236080
10.000000,10,0.062310,0.012031,1.234119
10.000000,10,0.416327,0.012011,1.232019
10.000000,10,0.114814,0.011991,1.215879
10.000000,10,0.098271,0.011971,1.161065
10.000000,10,0.045811,0.011952,1.109902
10.000000,10,0.043419,0.011932,1.078116
10.000000,10,0.567429,0.011913,1.058641
10.000000,10,0.173834,0.011894,1.039002
10.000000,10,0.195572,0.011875,1.006952
10.000000,10,0.054133,0.011857,1.002836
10.000000,10,0.548208,0.011838,1.004607
10.000000,10,0.149890,0.011820,1.050520
10.000000,10,0.133529,0.011802,1.040144
10.000000,10,0.106972,0.011784,0.982496
10.000000,10,0.051696,0.011766,0.932198
10.000000,10,0.026194,0.011748,0.898320
10.000000,10,0.518916,0.011731,0.878441
10.000000,10,0.392312,0.011714,0.893652
10.000000,10,0.045696,0.011697,0.918340
10.000000,10,0.107170,0.011680,0.927796
10.000000,10,0.061631,0.011663,0.923591
10.000000,10,0.407068,0.011647,0.904551
10.000000,10,0.069049,0.011630,0.860808
10.000000,10,0.088712,0.011614,0.830466
10.000000,10,0.061357,0.011598,0.795894
10.000000,10,0.040832,0.011582,0.765965
10.000000,10,0.054758,0.011566,0.754668
10.000000,10,0.384141,0.011551,0.741426
10.000000,10,0.140881,0.011535,0.730374
10.000000,10,0.102363,0.011520,0.727785
10.000000,10,0.094082,0.011505,0.749782
10.000000,10,0.045725,0.011490,0.758906
10.000000,10,0.128663,0.011475,0.742639
10.000000,10,0.113174,0.011460,0.698444
10.000000,10,0.070047,0.011446,0.669671
10.000000,10,0.119402,0.011431,0.665957
10.000000,10,0.110536,0.011417,0.690360
10.000000,10,0.068185,0.011403,0.708365
10.000000,10,0.395220,0.011389,0.713557
10.000000,10,0.329520,0.011375,0.698142
10.000000,10,0.135068,0.011362,0.675766
10.000000,10,0.064371,0.011348,0.680520
10.000000,10,0.156548,0.011335,0.663457
10.000000,10,0.333457,0.011321,0.642516
10.000000,10,0.109123,0.011308,0.619354
10.000000,10,0.612755,0.011295,0.580383
10.000000,10,0.274586,0.011282,0.566465
10.000000,10,0.047523,0.011270,0.568123
10.000000,10,0.073734,0.011257,0.589064
10.000000,10,0.592901,0.011244,0.601111
10.000000,10,0.081056,0.011232,0.628193
10.000000,10,0.175598,0.011220,0.632946
10.000000,10,0.147328,0.011208,0.639697
10.000000,10,0.246680,0.011196,0.617076
10.000000,10,0.391766,0.011184,0.572225
10.000000,10,0.278640,0.011172,0.567981
10.000000,10,0.094924,0.011160,0.558100
10.000000,10,6.662169,0.011149,0.547324
10.000000,10,0.229692,0.011137,0.647377
10.000000,10,0.257395,0.011126,0.714458
10.000000,10,0.299664,0.011115,0.759864
10.000000,10,0.287070,0.011104,0.792742
10.000000,10,0.147116,0.011093,0.785937
10.000000,10,0.266708,0.011082,0.768940
10.000000,10,0.230055,0.011071,0.742098
10.000000,10,0.269284,0.011060,0.710668
10.000000,10,0.390518,0.011050,0.742065
10.000000,10,0.054766,0.011039,0.786095
10.000000,10,0.096392,0.011029,0.807527
10.000000,10,0.061819,0.011019,0.791888
10.000000,10,0.080335,0.011009,0.774340
10.000000,10,0.291398,0.010999,0.784025
10.000000,10,0.336598,0.010989,0.762657
10.000000,10,0.227907,0.010979,0.766136
10.000000,10,0.384626,0.010969,0.745766
10.000000,10,0.191225,0.010960,0.727051
10.000000,10,0.267334,0.010950,0.746186
10.000000,10,0.067090,0.010941,0.754818
10.000000,10,0.130910,0.010931,0.729002
10.000000,10,0.123315,0.010922,0.758422
10.000000,10,0.193771,0.010913,0.763986
10.000000,10,0.078380,0.010904,0.756524
10.000000,10,0.215150,0.010895,0.722652
10.000000,10,0.391356,0.010886,0.717346
10.000000,10,0.268199,0.010877,0.708103
10.000000,10,0.159669,0.010868,0.694545
10.000000,10,0.259847,0.010860,0.717674
10.000000,10,0.372401,0.010851,0.728042
10.000000,10,0.333120,0.010843,0.720741
10.000000,10,0.346660,0.010834,0.685058
10.000000,10,0.191242,0.010826,0.635464
10.000000,10,0.385559,0.010818,0.619851
10.000000,10,0.231288,0.010810,0.598252
10.000000,10,0.315660,0.010801,0.602065
10.000000,10,0.234290,0.010794,0.593837
10.000000,10,0.212333,0.010786,0.605888
10.000000,10,0.297365,0.010778,0.627165
10.000000,10,0.303692,0.010770,0.593624
10.000000,10,0.431581,0.010762,0.564114
10.000000,10,0.239495,0.010755,0.516003
10.000000,10,0.303215,0.010747,0.496200
10.000000,10,0.228361,0.010740,0.495263
10.000000,10,0.324096,0.010732,0.461357
10.000000,10,0.301129,0.010725,0.430367
10.000000,10,0.197504,0.010718,0.427989
10.000000,10,0.204354,0.010711,0.394975
10.000000,10,0.141314,0.010704,0.421384
10.000000,10,0.148217,0.010697,0.493551
10.000000,10,0.214092,0.010690,0.511260
10.000000,10,0.239653,0.010683,0.521082
10.000000,10,0.039432,0.010676,0.534582
10.000000,10,0.372692,0.010669,0.513501
